glucose_concentration,frequency_thz,s11_db,s21_db
0.0,2.0,0.006812889176457139,-1300.8106729694296
0.0,2.007518796992481,-0.0027157975906340996,-1300.3133742194975
0.0,2.0150375939849625,0.009069446915825174,-1300.0112993246394
0.0,2.0225563909774436,0.02219547999210483,-1299.9906725422643
0.0,2.030075187969925,-0.0041663942842107005,-1300.2394447541608
0.0,2.037593984962406,-0.004170313441270546,-1299.7032440805244
0.0,2.045112781954887,0.023025727596100783,-1300.548744492202
0.0,2.0526315789473686,0.010844810105697149,-1300.0863978274017
0.0,2.0601503759398496,-0.00771311398961046,-1299.9553430489639
0.0,2.0676691729323307,0.00746307337335816,-1299.7585636197682
0.0,2.075187969924812,-0.007630964009100643,-1299.660277606506
0.0,2.082706766917293,-0.007670059068374549,-1300.578718408799
0.0,2.090225563909774,0.002940863785365563,-1300.7837775750454
0.0,2.0977443609022557,-0.02939227543003559,-1299.3782165471596
0.0,2.1052631578947367,-0.026571385251547296,-1299.85124432801
0.0,2.112781954887218,-0.009136521830440026,-1300.3920034877124
0.0,2.1203007518796992,-0.015899312551705156,-1299.242556267827
0.0,2.1278195488721803,0.004002181047737358,-1299.9606808086828
0.0,2.1353383458646618,-0.014336620231259912,-1299.4292699670698
0.0,2.142857142857143,-0.021905592372145254,-1299.9855750929355
0.0,2.1503759398496243,0.021258868687145296,-1298.9893923185941
0.0,2.1578947368421053,-0.004117382244899161,-1299.1425448694763
0.0,2.1654135338345863,0.00027726087872371357,-1300.1451643890082
0.0,2.172932330827068,-0.022111859680042083,-1299.5353828980399
0.0,2.180451127819549,-0.008911403381103586,-1299.698986586501
0.0,2.18796992481203,0.0009130990730523721,-1299.3378862743307
0.0,2.1954887218045114,-0.018020773040332845,-1300.505213842122
0.0,2.2030075187969924,0.004874418216240176,-1299.6803003663401
0.0,2.2105263157894735,-0.009775868900454256,-1299.4947132268726
0.0,2.218045112781955,-0.0051469858563119066,-1300.9039215553134
0.0,2.225563909774436,-0.009802525181112857,-1300.6168360821837
0.0,2.2330827067669174,0.02700184427212271,-1301.0455084424536
0.0,2.2406015037593985,-0.0009902462669092275,-1300.1613138061014
0.0,2.2481203007518795,-0.01665896894005174,-1299.6685919642955
0.0,2.255639097744361,0.011539293034911188,-1299.2769742817854
0.0,2.263157894736842,-0.019117170404447163,-1299.991934692927
0.0,2.2706766917293235,0.0023227430432643872,-1299.215545917184
0.0,2.2781954887218046,-0.03021101905238349,-1300.7208213780398
0.0,2.2857142857142856,-0.020744576208028005,-1300.883427476347
0.0,2.293233082706767,0.0021252519165035556,-1300.0605279661922
0.0,2.300751879699248,0.010243387149708308,-1299.8417954501492
0.0,2.308270676691729,0.001730903025314663,-1300.0513101314225
0.0,2.3157894736842106,-0.002580420733406718,-1301.0698836689487
0.0,2.3233082706766917,-0.005368393865904371,-1300.0819930113707
0.0,2.3308270676691727,-0.023035877836168554,-1300.6910143954572
0.0,2.338345864661654,-0.011661989272340929,-1299.7053726801767
0.0,2.345864661654135,-0.007780255515612913,-1299.858428854583
0.0,2.3533834586466167,0.014979740957149495,-1300.5132844380926
0.0,2.3609022556390977,0.004270691681595536,-1300.3020008223662
0.0,2.3684210526315788,-0.027335748039922832,-1300.5765128992311
0.0,2.3759398496240602,0.0039644768606815935,-1300.0802112591184
0.0,2.3834586466165413,-0.006679728902962302,-1299.5734050631524
0.0,2.3909774436090228,-0.011064112907557752,-1300.546096336791
0.0,2.398496240601504,0.008257995867519415,-1299.8036350794541
0.0,2.406015037593985,0.014540900265683767,-1300.3233974459158
0.0,2.4135338345864663,0.01303808535203554,-1300.4575202739823
0.0,2.4210526315789473,-0.013526484137677914,-1300.1176415064701
0.0,2.4285714285714284,-0.005583594033000351,-1300.585042661187
0.0,2.43609022556391,0.004016272434310514,-1300.3478231620236
0.0,2.443609022556391,0.013673142383249032,-1300.6738297608072
0.0,2.451127819548872,-0.008155089759126672,-1299.0967744333473
0.0,2.4586466165413534,-0.0037598900525625764,-1300.0661499695439
0.0,2.4661654135338344,-0.017577648156667628,-1300.4387397753194
0.0,2.473684210526316,-0.01893343140198851,-1299.9874936058477
0.0,2.481203007518797,0.011189755004709678,-1300.1568367238278
0.0,2.488721804511278,0.019337574535437843,-1300.218013467757
0.0,2.4962406015037595,-0.0020941660555183128,-1299.8080681548274
0.0,2.5037593984962405,0.01403089458510008,-1299.7449068900526
0.0,2.511278195488722,0.004394258960676715,-1300.398450741344
0.0,2.518796992481203,-0.010715359745961668,-1300.4318530624041
0.0,2.526315789473684,0.004373987530911491,-1300.2936305238773
0.0,2.533834586466165,0.02201511604064239,-1301.3209046372058
0.0,2.5413533834586466,-0.0016014134290336015,-1300.9433826282593
0.0,2.548872180451128,0.022396935390117004,-1299.520604329284
0.0,2.556390977443609,-0.04037770060565937,-1299.402740152542
0.0,2.56390977443609,0.011238099120235245,-1300.3745158684637
0.0,2.571428571428571,0.00020624152341869946,-1299.9909464682607
0.0,2.5789473684210527,-0.00559371435487042,-1300.158417115628
0.0,2.5864661654135337,0.00025855247967747005,-1298.816533230288
0.0,2.593984962406015,-0.03094076540190587,-1299.8473126374106
0.0,2.601503759398496,-0.004431801973009651,-1300.5342808810549
0.0,2.6090225563909772,0.004210351428952656,-1301.0275499636455
0.0,2.6165413533834587,0.021012336420787037,-1301.4547697383384
0.0,2.6240601503759398,-0.008939990398102136,-1300.6830897857385
0.0,2.6315789473684212,-0.013303332004150258,-1301.3422497364859
0.0,2.6390977443609023,-0.008712404659010367,-1301.9242486470978
0.0,2.6466165413533833,0.01253472921351643,-1301.8966937611137
0.0,2.6541353383458643,0.003724575698022178,-1302.663021081705
0.0,2.661654135338346,-0.009163619644775639,-1302.1738679461537
0.0,2.6691729323308273,0.006471129567955477,-1304.1814012111024
0.0,2.6766917293233083,0.00021747376381282238,-1307.9310496978949
0.0,2.6842105263157894,0.013280033061520851,-1315.673420236531
0.0,2.6917293233082704,-0.011791537920998706,-1348.1475965404848
0.0,2.699248120300752,-0.006186923508691581,-1476.4589203712974
0.0,2.706766917293233,-0.00716501623034234,-1362.8143645379014
0.0,2.7142857142857144,-0.023247676415704608,-1319.382953401976
0.0,2.7218045112781954,0.0031351351896212825,-1309.5196056839834
0.0,2.7293233082706765,0.002597281888514692,-1305.189658649538
0.0,2.736842105263158,-0.0012538880398861075,-1303.7021584742047
0.0,2.744360902255639,-0.0048616071366151484,-1302.9585131667986
0.0,2.7518796992481205,-0.02258574222134576,-1301.2026236495872
0.0,2.7593984962406015,-0.007677415827335752,-1300.3210200255544
0.0,2.7669172932330826,-0.006521185879931685,-1301.7079799714425
0.0,2.7744360902255636,-0.013427539957676815,-1300.5364691936563
0.0,2.781954887218045,-0.003825763495400932,-1301.002343516215
0.0,2.7894736842105265,0.004641000459637451,-1300.8135405867295
0.0,2.7969924812030076,0.026859550237609508,-1300.782979092871
0.0,2.8045112781954886,0.0011717579735539404,-1300.8528489730575
0.0,2.8120300751879697,0.0024024768258980875,-1300.3434719441632
0.0,2.819548872180451,-0.0025915403877662616,-1300.739786511339
0.0,2.827067669172932,-0.03027069931839698,-1300.1531414516462
0.0,2.8345864661654137,-0.0019013296019275983,-1300.2834075922156
0.0,2.8421052631578947,-0.0006148738727769665,-1300.3523376669696
0.0,2.8496240601503757,0.03541537960879428,-1300.6649671282578
0.0,2.857142857142857,-0.004433815557175353,-1300.4809411475737
0.0,2.8646616541353382,0.0029594315322034707,-1299.798735900096
0.0,2.8721804511278197,-0.002100065854173257,-1299.911927747724
0.0,2.8796992481203008,-0.019125408567043936,-1300.6388578332471
0.0,2.887218045112782,0.015531012606844499,-1300.0895739411515
0.0,2.894736842105263,0.009651326301987641,-1299.7539510059053
0.0,2.9022556390977443,0.010221217281375894,-1300.9558151811364
0.0,2.909774436090226,-0.015301924968108225,-1299.8418146553713
0.0,2.917293233082707,0.0193636863398213,-1300.4379791668068
0.0,2.924812030075188,-0.02272337901779226,-1299.8152272555087
0.0,2.932330827067669,0.007089583235978655,-1300.4766151520946
0.0,2.9398496240601504,0.03112561985052701,-1300.9924116324119
0.0,2.9473684210526314,-0.016607488139224504,-1300.899190195976
0.0,2.954887218045113,-0.010262431549514998,-1300.0572347486893
0.0,2.962406015037594,-0.0002920175210801763,-1299.9476380903084
0.0,2.969924812030075,-0.009358051860424996,-1300.5262039876236
0.0,2.9774436090225564,-0.0250853110216155,-1299.751585639608
0.0,2.9849624060150375,-0.000816677884425728,-1300.8987380764495
0.0,2.992481203007519,-0.017799768794190204,-1300.09834802209
0.0,3.0,0.0052182477660704055,-1300.6683573534299
0.0,3.007518796992481,-0.01569777044072403,-1300.3864994093838
0.0,3.015037593984962,0.021321490460232545,-1300.0347873856829
0.0,3.0225563909774436,-0.01369780219542561,-1300.486756373775
0.0,3.030075187969925,-0.006801769546003276,-1300.2470341481358
0.0,3.037593984962406,0.010209692133620933,-1299.5499480201665
0.0,3.045112781954887,-0.0204786343166709,-1300.3399987602015
0.0,3.052631578947368,0.0013732328359763952,-1299.632275680262
0.0,3.0601503759398496,0.017545076025776374,-1300.6136457685627
0.0,3.0676691729323307,-0.026198125009810523,-1299.7826546366998
0.0,3.075187969924812,0.0006593981881790546,-1299.325623459267
0.0,3.082706766917293,0.0017634668283498809,-1301.2811613054605
0.0,3.090225563909774,0.009567459881704411,-1300.4427924154857
0.0,3.0977443609022557,-0.020739705525669696,-1299.7548836606245
0.0,3.1052631578947367,-0.022018320467803186,-1300.1440818077115
0.0,3.112781954887218,0.005591149526031835,-1299.8561857118714
0.0,3.1203007518796992,0.0021898052735641674,-1300.3430070017519
0.0,3.1278195488721803,0.001464936600624871,-1299.9970279356173
0.0,3.1353383458646613,0.002876262517036085,-1300.1175192811268
0.0,3.142857142857143,-0.012549362150519702,-1299.4551939171329
0.0,3.1503759398496243,0.0011057436818531423,-1299.9113225561496
0.0,3.1578947368421053,0.001988401166667487,-1299.8692209496382
0.0,3.1654135338345863,-0.013153149492674949,-1300.2434890784236
0.0,3.1729323308270674,0.025517964118272084,-1300.2809189643017
0.0,3.180451127819549,0.004607466495100423,-1300.2529952500684
0.0,3.18796992481203,-0.02040156791689806,-1299.8391236996001
0.0,3.1954887218045114,0.007283669688878084,-1300.2465073455546
0.0,3.2030075187969924,-0.017218126354288828,-1299.8908232727235
0.0,3.2105263157894735,0.009174435389528945,-1298.9977348234688
